1. Иногда мне в голову приходят такие мысли, что лучше никому о них не рассказывать.;1;1;
2. Я охотно принимаю участие во всех собраниях и других общественных мероприятиях.;2;1;
3. Часто какая-нибудь навязчивая мысль не дает мне заснуть.;3;;1
4. Временами у меня бывают приступы смеха или плача, с которыми я никак не могу справиться.;4;;1
5. Я сильно теряюсь, оказавшись неожиданно в центр внимания.;5;;1
6. Бывали случаи, что я не сдерживал своих обещаний.;6;1;
7. Критика, в том виде, в котором ее осуществляют многие люди, скорее выбивают меня из колеи, чем помогают.;7;;1
8. У меня часто болит голова.;8;;1
9. Если мое удачное замечание осталось незамеченным, я его не повторяю.;9;;1
10. Часто я склонен мысленно возвращаться к своим неприятностям, и мне трудно выбросить их из головы.;10;;1
11. Иногда я говорю неправду.;11;1;
12. В компании я чувствую себя неловко и из-за этого произвожу впечатление хуже, чем мог бы.;12;;1
13. Мне бывает трудно заснуть из-за беспокойства по поводу неудачи.;13;;1
14. Вставая утром, я часто чувствую себя усталым и разбитым.;14;;1
15. Раз в неделю или чаще я безо всякой видимой причины внезапно ощущаю жар во всем теле. ;15;;1
16. Мне бывает трудно изложить свои мысли словами, поэтому я редко включаюсь в беседу.;16;;1
17. Бывает, что меня беспокоит чувство вины или угрызения совести и-за какого-нибудь пустяка.;17;;1
18. Бывало, что я говорил о вещах, в которых не разбираюсь.;18;1;
19. Бывает, что я передаю слухи.;19;1;
20. У меня бывают очень странные и необычные внутренние переживания.;20;;1
21. Уходя из дома, я часто беспокоюсь о том, что нужно сделать сегодня.;21;;1
22. Бывает, что у меня без особой причины кружится голова.;22;;1
23. Бывает, что я откладываю на завтра то, что нужно сделать сегодня.;23;1;
24. Я смущаюсь вступить в спор даже по хорошо известному мне вопросу.;24;;1
25. Я чрезмерно чувствителен и легко раним.;25;;1
26. Бывало, что я невежливо разговаривал с родителями;26;1;
27. Иногда, когда я неважно себя чувствую, я бываю раздражительными.;27;1;
28. Мне, безусловно, не хватает уверенности в себе.;28;;1
29. Я часто упускаю возможность из-за своей внутренней нерешительности.;29;;1
30. Я довольно безразличен к тому, что со мной будет.;30;;1
31. Я всегда выполняю то, что мне говорят старшие.;31;1;
32. Я остро и длительно переживаю неудачи.;32;;1
33. Я склонен принимать все слишком близко к сердцу.;33;;1
34. Иногда я хвалю себя.;34;1;
35. Я считаю, что моя семейная жизнь такая же хорошая, как и у большинства моих знакомых.;35;1;
36. Я часто чувствую себя одиноким и никому ненужным.;36;;1
37. Временами я уверен в своей бесполезности.;37;;1
38. Мне часто говорят, что я вспыльчив.;38;;1
39. В игре я предпочитаю выигрывать.;39;1;
40. Мое настроение зависит от общества, в котором я нахожусь.;40;;1
41. Сон у меня обычно богат яркими сновидениями.;41;;1
42. Последние несколько лет большую часть времени я чувствую себя хорошо.;42;1;
43. Сейчас мой вес постоянен (я не худею и не полнею).;43;1;
44. Люблю костюмы яркие и броские.;44;;1
45. В необычной и привлекающей внимание одежде я чувствую себя прекрасно.;45;;1
46. Мне приятно иметь среди своих знакомых значительных людей. Это как бы придает мне вес в собственных глазах.;46;1;
47. Я был бы довольно спокоен, если бы у кого-нибудь из моей семьи были неприятности из-за нарушения закона.;47;;1
48. Больше всего со стороны окружающих я ценю внимание ко мне.;48;1;
49. Я люблю одежду модную и необычную, которая невольно привлекает взоры.;49;;1
50. С моим рассудком творится что-то неладное.;50;;1
51. Когда я пытаюсь что-то сказать, то часто замечаю, что у меня дрожат руки.;51;;1
52. Приключения и риск меня привлекают, когда в них достается первая роль.;52;;1
53. Я всегда стремлюсь быть среди людей, чтобы «показать» себя.;53;;1
54. Руки у меня такие же ловкие и проворные как и прежде.;54;1;
55. Среди моих знакомых есть люди, которые мне не нравятся.;55;1;
56. Я люблю опекать кого-нибудь, кто мне нравится.;56;;1
57. Я люблю быть первым, чтобы мне подражали, за мной бы следовали другие.;57;;1
58. Думаю, что я человек обреченный.;58;;1
59. С членами моей семьи ссорюсь  редко (или не ссорюсь совсем).;59;;1
60. Иногда я ощущаю комок в горле или другие необычные ощущения.;60;;1
61. Я люблю, когда окружающие уделяют мне много внимания.;61;1;
62. Бывает, что я с кем-нибудь посплетничаю.;62;;1
63. Часто я вижу сны, о которых лучше никому не рассказывать.;63;1;
64. Ужасно не люблю всякие правила и ограничения, которые меня стесняют.;64;;1
65. Я очень люблю читать о преступлениях и таинственных приключениях.;65;;1
66. Бывало, что при обсуждении некоторых вопросов,  я, особенно не задумываясь, соглашался с мнением других. ;66;;1
67. В школе я усваивал материал медленнее, чем другие.;67;1;
68. Мне нравится участвовать в конкурсах художественной самодеятельности .;68;;1
69. Считаю, что очень важно, чтобы результат моей работы стал известен окружающим.;69;;1
70. Моя внешность меня, в общем, устраивает.;70;;1
71. Я вполне уверен в себе.;71;1;
72. Я способен совершить нечто выдающееся.;72;;1
73. Мне нравится выступать перед кем-нибудь.;73;;1
74. Раз в неделю или чаще я бываю очень возбужденным или взволнованным.;74;;1
75. Кто-то управляет моими мыслями.;75;;1
76. Я бы согласился выступать в роли конферансье (ведущего) на концерте у какой-нибудь знаменитости.;76;;1
77. Меня всегда раздражают люди, которые стремятся быть первыми в компании.;77;;1
78. На моё настроение существенно влияет погода.;78;;1
79. Бывает, что неприличная или даже непристойная шутка вызывает у меня смех.;79;1;
80. У меня портится настроение, я чувствую себя плохо, если окружающие не проявляют ко мне должного внимания.;80;;1
81. Мне нравится цитировать необычные (мудрые) высказывания знаменитых людей.;81;;1
82. Счастливей всего я бываю, когда один.;82;;1
83. Кто-то пытается воздействовать на мои мысли.;83;;1
84. В компаниях я почти всегда являюсь центром внимания.;84;;1
85. Я отношусь к таким людям, которые умеют восторгаться и преклоняться перед кем или чем-либо.;85;;1
86. Я часто копаюсь в своих недостатках.;86;;1
87. Даже среди людей я обычно чувствую себя одиноко.;87;;1
88. В компании я люблю рассказывать разные истории для того, чтобы завладеть общим вниманием.;88;;1
89. Мне нравится заводить знакомства с влиятельными и авторитетными людьми.;89;;1
90. Меня легко привести в замешательство.;90;;1
91. Я легко теряю терпение с людьми.;91;;1
92. Для меня свойственна некоторая капризность.;92;;1
93. Мне нравится, когда меня признают главой или зачинщиком.;93;;1
94. Часто мне хочется умереть.;94;;1
95. Почти каждый день случается что-нибудь, что пугает меня.;95;;1
96. Мне доставляет удовольствие совершать рискованные поступки, иногда ради забавы.;96;;1
97. У меня есть такие качества, по которым я определенно превосхожу других людей.;97;;1
98. Я очень последователен в своих  религиозных убеждениях. ;98;;1
99. Приступы плохого настроения у меня бывают редко.;99;1;
100. Я часто поступаю по настроению, а не по убеждению.;100;;1
101. Часто в споре я перехожу на личности.;101;;1
102. Я заслуживаю сурового наказания за свои поступки.;102;;1
103. У меня были очень необычные мистические переживания.;103;;1
104. Я не пойду на риск, если есть только малая надежда на успех.;104;1;
105. Если со мной поступают несправедливо, то я чувствую, что должен отплатить, хотя бы из принципа.;105;;1
106. У меня были периоды, когда из-за волнения я терял сон.;106;;1
107. Я человек нервный и легковозбудимый.;107;;1
108. Временами меня так и подмывает вступить с кем-нибудь в спор.;108;;1
109. Временами я так настаиваю на своем, что окружающие теряют со мной терпение.;109;;1
110. Мне кажется, что обоняние у меня такое же как и у других (не хуже).;110;1;
111. Все у меня получается плохо, не так, как надо.;111;;1
112. Я не могу до конца выслушать человека, если он, по моему мнению, говорит глупые вещи.;112;;1
113. Иногда мне хочется сделать что-либо опасное или ошеломляющее.;113;;1
114. Я почти всегда ощущаю сухость во рту.;114;;1
115. Большую часть времени я ощущаю себя усталым.;115;;1
116. Иногда я могу не сдержаться и нагрубить, даже если это повредит моим интересам.;116;;1
117. Довольно часто я действую под влиянием минутного настроения. ;117;;1
118. Иногда я чувствую, что близок к нервному срыву.;118;;1
119. Меня очень раздражает то, что я забываю, куда кладу вещи.;119;;1
120. Когда на меня кричат, я отвечаю тем же.;120;;1
121. Обычно я готов на все, чтобы победить в споре.;121;;1
122. Я с трудом переношу время ожидания.;122;;1
123. Мне очень трудно приспособиться к новым условиям жизни, работы. Переход к новым условиям жизни, работы кажется невыносимо трудным.;123;;1
124. Часто я не уступаю другим не потому, что дело действительно важное, а просто из-за принципа.;124;;1
125. У меня часто плохое настроение.;125;;1
126. Мне кажется, что по отношению именно ко мне особенно часто поступают несправедливо.;126;;1
127. Я часто чувствую себя несправедливо обиженным.;127;;1
128. Я, наверное, человек раздражительный и вспыльчивый.;128;;1
129. Часто я «завожусь с пол-оборота», быстро злюсь.;129;;1
130. Мое мнение часто не совпадает с мнением окружающих.;130;;1
131. Я часто испытываю чувство усталости от жизни и мне не хочется жить.;131;;1
132. Я против того, чтобы надо мной подшучивали.;132;;1
133. Меня сильно раздражают люди, которые лезут без очереди, и я им это высказываю или стараюсь не пускать.;133;;1
134. На меня обращают внимание чаще, чем на других.;134;;1
135. У меня бывают головные боли и головокружения из-за переживаний.;135;;1
136. Иногда я чувствую такую ярость, что хочется что-либо сломать.;136;;1
137. Я довольно часто совершаю поступки, о которых потом приходится сожалеть (чаще, чем другие).;137;;1
138. Я сильно раздражаюсь, если меня торопят или подгоняют.;138;;1
139. Часто у меня бывают периоды, когда мне никого не хочется видеть.;139;;1
140. Мне трудно проснуться в назначенный час.;140;;1
141. Иногда пустяк, сказанный в мой адрес, способен вызвать бурную реакцию.;141;;1
142. Если я считаю, что поступаю правильно, то мнение других людей меня мало интересует.;142;;1
143. Если в моих неудачах кто-то виноват, я не оставляю его безнаказанными.;143;;1
144. В детстве я был капризный и раздражительный.;144;;1
145. Терпеть не могу, если меня перебивают в то время, когда я занят.;145;;1
146. Мне очень трудно, почти невозможно смолчать за оскорбление.;146;;1
147. Мне известны случаи, когда мои родственники лечились у невропатологов и психиатров.;147;;1
148. Иногда я принимаю валериану и другие успокаивающие средства.;148;;1
149. Мне часто что-то быстро надоедает и я меняю (работу, место жительства).;149;;1
150. Я обычно не считаю нужным скрывать свое презрение или отрицательное  мнение о ком-то или о чем-то.;150;;1
151. Я живу своими внутренними мыслями и меня мало интересует окружающее.;151;;1
152. Мои идеи и мысли выглядят, как опережающие  время.;152;;1
153. Меня трудно рассердить.;153;;1
154. Я не очень лажу с людьми: мне не просто находить с ними общий язык.;154;1;
155. Я – труднодоступный для контакта человек.;155;;1
156. Меня уговорили поступать на эту работу, а самого особого желания нет.;156;;1
157. Люди меня считают спокойным и уравновешенным человеком.;157;1;
158. Среди моих знакомых (родственников) есть люди употребляющие наркотики.;158;;1
159. Временами я сожалею, что живу на этом свете.;159;;1
160. Я имею представление как выглядят некоторые наркотики.;160;;1
